spec_z,photo_z
0.300799996,0.3
0.1806,0.05
0.564400017,0.54
0.557500005,0.86
0.562099993,0.52
0.507700026,0.61
0.569000006,0.12
0.569000006,0.01
0.52670002,0.5700000000000001
0.526499987,0.41
0.164700001,0.65
0.500699997,0.91
0.337900013,0.34
0.496199995,1.04
0.768899977,0.7000000000000001
0.611999989,0.61
0.531499982,0.39
0.546800017,0.55
0.822600007,0.73
0.395599991,0.28
0.581099987,1.23
0.075739,0.11
0.335900009,0.41
0.699599981,0.74
0.217899993,0.99
0.494300008,0.89
0.614899993,0.5700000000000001
0.594799995,0.34
0.656400025,0.44
0.623399973,0.51
0.550599992,0.51
0.613200009,0.65
0.550599992,0.5
0.61589998,0.56
0.55400002,0.43
0.612800002,0.54
0.628099978,0.6
0.702799976,0.72
0.733099997,0.49
0.557399988,0.54
0.557799995,0.54
0.435799986,0.59
0.510200024,0.5700000000000001
0.580600023,0.5
0.31279999,1.43
0.110617,0.12
0.0761,0.05
0.106897,0.0999999999999999
0.108669,0.15
0.107995,0.14
0.1088,0.2
0.1073,0.12
0.1058,0.08
0.2936,0.33
0.1882,0.27
0.4715,0.47
0.1815,0.15
0.1895,0.19
0.3236,0.31
0.3236,0.29
0.1808,0.17
0.1893,0.27
0.1884,0.17
0.1907,0.25
0.1812,0.0999999999999999
0.1118,0.0699999999999999
0.1871,0.18
0.1708,0.0699999999999999
0.2564,0.21
0.2919,0.32
0.4534,0.49
0.1906,0.19
0.1063,0.0999999999999999
0.086,0.08
0.168,0.19
0.084168,0.11
0.1059,0.13
0.1054,0.15
0.1025,0.0999999999999999
0.1364,0.15
0.1053,0.12
0.0763,0.0699999999999999
0.1091,0.11
0.1604,0.12
0.1108,0.18
0.105,0.09
0.109,0.01
0.0738,0.11
0.1076,0.13
0.1045,0.11
0.1076,0.17
0.0573,0.09
0.1068,0.09
0.1147,0.17
0.1044,0.5700000000000001
0.1656,0.17
0.1127,0.17
0.1286,0.05
0.1659,0.5700000000000001
0.0729,0.72
0.045198,0.62
0.042783,0.64
0.046,0.01
0.0462,0.11
0.1247,0.14
0.1263,0.41
0.126,0.54
0.0783,0.72
0.1119,0.17
0.042489,0.59
0.059735,0.5
0.0597,0.73
0.0822,0.93
0.1112,0.14
0.118075,0.15
0.074125,0.11
0.0771,0.11
0.1249,0.17
0.1389,0.08
0.1116,0.18
0.1116,0.17
0.404300004,0.59
0.0837,0.09
0.37650001,0.16
0.591199994,0.5700000000000001
0.639999986,0.5700000000000001
0.824000001,0.76
0.630100012,0.63
0.625199974,0.5700000000000001
0.301499993,0.73
0.408199996,0.67
0.539799988,0.52
0.636699975,0.63
0.862600029,0.79
0.1123,0.13
0.641499996,0.77
0.635200024,0.61
0.675700009,0.75
0.797800004,0.81
0.54610002,0.5800000000000001
0.0628,0.0999999999999999
0.609099984,0.53
0.637000024,0.56
0.631900012,0.59
0.628700018,0.62
0.699699998,0.62
0.766499996,0.7100000000000001
0.635699987,0.7000000000000001
0.631900012,0.5700000000000001
0.542100012,0.54
0.131,0.08
0.201499999,0.01
0.821500003,0.75
0.636600018,0.74
0.763199985,0.79
0.460399985,0.46
0.219699994,0.68
0.352800012,0.62
0.378600001,0.5800000000000001
0.632000029,0.5700000000000001
0.60860002,0.64
0.547599971,0.59
0.407099992,0.37
0.47330001,0.24
0.472000003,0.46
0.474000007,0.32
0.741900027,0.56
0.222900003,0.27
0.828400016,0.88
0.616699994,0.65
0.638400018,0.64
0.636200011,0.6
0.547599971,0.43
0.639299989,0.61
0.638400018,0.63
0.298799992,0.11
0.642199993,0.6
0.436300009,0.95
0.461100012,0.52
0.641700029,0.53
0.697300017,0.63
0.601000011,0.63
0.63499999,0.64
0.396200001,0.43
0.630200028,0.62
0.638999999,0.7000000000000001
0.638300002,0.63
0.517499983,0.56
0.699400008,0.6
0.699400008,0.68
0.441100001,0.34
0.398900002,0.42
0.721000016,0.7100000000000001
0.547599971,0.78
0.635100007,0.54
0.641200006,0.6
0.636399984,0.65
0.225099996,0.12
0.211999997,0.15
0.635500014,0.63
0.796599984,0.7000000000000001
0.65079999,0.53
0.131899998,0.37
0.6426,0.55
0.107137,0.16
0.644699991,0.8300000000000001
0.224600002,0.14
0.634899974,0.62
0.63499999,0.72
0.643899977,0.5700000000000001
0.397000015,0.38
0.529100001,0.54
0.109,0.09
0.637899995,0.61
0.696200013,0.68
0.638700008,0.53
0.40110001,0.38
0.521700025,0.44
0.635599971,0.59
0.635100007,0.56
0.640399992,0.61
0.336800009,0.46
0.1245,0.0999999999999999
0.075859,0.11
0.0753,0.11
0.075,0.0999999999999999
0.1095,0.05
0.059,0.16
0.109129,0.11
0.1117,0.15
0.111,0.02
0.1068,0.05
0.2167,0.17
0.1089,0.01
0.4577,0.45
0.1096,0.13
0.1106,0.05
0.0767,0.0999999999999999
0.107838,0.74
0.0773,0.03
0.075,0.0999999999999999
0.0758,0.12
0.0756,0.11
0.0774,0.01
0.3168,0.17
0.1082,0.09
0.1072,0.11
0.2578,0.3
0.1062,0.11
0.3458,0.28
0.1071,0.14
0.0766,0.0999999999999999
0.2984,0.31
0.1082,0.01
0.109,0.12
0.1067,0.0999999999999999
0.110443,0.12
0.2813,0.01
0.4267,0.46
0.325,0.31
0.1886,0.27
0.3249,0.36
0.4271,0.53
0.3264,0.28
0.2943,0.3
0.1125,0.11
0.048654,0.13
0.04825,0.13
0.1106,0.15
0.4904,0.44
0.4037,0.39
0.1082,0.15
0.1083,0.18
0.11,0.12
0.2106,0.2
0.256,0.29
0.1856,0.28
0.1102,0.01
0.1172,0.13
0.1122,0.05
0.1596,0.16
0.109889355522079,0.67
0.2057,0.25
0.048597,0.11
0.0738,0.03
0.2055,0.18
0.2054,0.01
0.1364,0.16
0.0735,0.14
0.073798,0.18
0.1367,0.14
0.0738,0.5700000000000001
0.1269,0.14
0.2079,0.5700000000000001
0.1143,0.53
0.113465,0.53
0.1137,0.17
0.1137,0.59
0.0624,0.01
0.1138,0.53
0.1045,0.16
0.1105,0.08
0.1103,0.53
0.1708,0.16
0.111116,0.5800000000000001
0.1104,0.48
0.1111,0.16
0.1831,0.35
0.1844,0.36
0.1116,0.3
0.0949,0.03
0.0472,0.13
0.1537,0.55
0.0432,0.11
0.1244,0.16
0.1242,0.13
0.1243,0.11
0.043,0.0699999999999999
0.1253,0.15
0.1245,0.5800000000000001
0.0591,0.14
0.1176,0.12
0.1282,0.15
0.059038,0.14
0.124,0.16
0.1228,0.15
0.111577,0.3
0.1248,0.28
0.2687,0.26
0.3342,0.34
0.1943,0.18
0.1257,0.17
0.3377,0.3
0.3324,0.33
0.112,0.08
0.2672,0.28
0.2624,0.22
0.2167,0.16
0.5337,0.64
0.124,0.09
0.5383,0.59
0.6127,0.5800000000000001
0.5327,0.56
0.5322,0.54
0.1122,0.09
0.5384,0.53
0.2873,0.3
0.217,0.14
0.1484,0.0999999999999999
0.6091,0.59
0.0675,0.01
0.2603,0.76
0.5508,0.5
0.3366,0.32
0.2599,0.27
0.5302,0.51
0.1626,0.31
0.059511,0.14
0.1105,0.16
0.0744,0.0999999999999999
0.0597,0.11
0.1088,0.29
0.0769,0.17
0.2037,0.27
0.2045,0.29
0.2033,0.29
0.112088,0.17
0.074605,0.11
0.1125,0.15
0.1845,0.28
0.0946,0.0999999999999999
0.1066,0.15
0.0949,0.15
0.1133,0.09
0.1117,0.15
0.113,0.18
0.2461,0.24
0.1136,0.15
0.1111,0.16
0.1156,0.06
0.1088,0.11
0.1048,0.0999999999999999
0.1097,0.0999999999999999
0.095,0.01
0.109509,0.53
0.0839,0.0999999999999999
0.104,0.74
0.158176005,0.45
0.0745,0.17
0.0833,0.62
0.1097,0.09
0.1036,0.16
0.0857649967,0.09
0.0847,0.49
0.083408,0.18
0.0843,0.23
0.1998,0.52
0.0842,0.18
0.0838909969,0.34
0.0836,0.32
0.1378,0.46
0.1535,0.32
0.0867,0.59
0.061563,0.11
0.1181,0.09
0.1339,0.0999999999999999
0.0384,0.23
0.1244,0.15
0.12471,0.16
0.125,0.16
0.878899992,0.79
0.38530001,0.47
0.087194,0.08
0.109813,0.5800000000000001
0.048123,0.12
0.731000006,0.6
0.731000006,0.4
0.761200011,0.74
0.549099982,0.5700000000000001
0.280299991,0.28
0.667100012,0.64
0.670400023,0.66
0.537899971,0.56
0.820500016,0.85
0.332899988,0.53
0.280499995,0.27
0.739300013,0.92
1.12909997,0.8200000000000001
0.707799971,0.74
0.731299996,0.77
0.73180002,0.75
0.626299977,0.5700000000000001
0.309899986,0.18
0.216600001,0.45
0.673500001,0.67
0.314900011,0.32
0.665000021,0.55
0.672500014,0.55
0.675999999,0.5800000000000001
0.765299976,0.68
0.66839999,0.68
0.465799987,0.44
0.626999974,0.5700000000000001
0.540199995,0.49
0.558399975,0.05
0.783200026,0.8
0.610800028,0.5700000000000001
0.442699999,0.4
0.608799994,0.5800000000000001
0.671700001,0.59
0.511699975,0.39
0.743300021,0.62
0.625500023,0.62
0.614000022,0.6
0.609899998,0.56
0.407999992,0.38
0.563600004,1.13
0.612999976,0.63
0.132200003,0.34
0.6171,0.61
0.665000021,0.56
0.1461,0.41
0.623199999,0.54
0.609200001,0.61
0.613200009,0.5
0.514699996,0.5
0.319400012,0.32
0.60710001,0.54
0.613499999,0.6
0.513700008,0.46
0.680499971,0.64
0.218999997,0.12
0.612999976,0.6
0.820599973,0.81
0.822899997,0.8300000000000001
0.192200005,0.35
0.4912,0.67
0.215100005,0.52
0.407200009,0.46
0.441000015,0.5700000000000001
0.217099994,0.19
0.628799975,0.62
0.611299992,0.3
0.125,0.18
0.3745,0.33
0.2592,0.27
0.258,0.32
0.2572,0.28
0.2583,0.19
0.4908,0.72
0.3744,0.39
0.2579,0.42
0.25850001,0.28
0.354999989,0.34
0.25850001,0.32
0.165399998,0.0699999999999999
0.1654,0.13
0.337500006,0.36
0.162499994,0.15
0.166199997,0.16
0.204899997,0.27
0.321700007,0.32
0.32249999,0.08
0.258899987,0.45
0.423999995,0.41
0.1157,0.16
0.162699997,0.17
0.330000013,0.5700000000000001
0.323199987,0.29
0.377000004,0.55
0.172000006,0.17
0.252999991,0.25
0.325599998,0.3
0.25850001,0.32
0.252900004,0.3
0.0948999971,0.17
0.330599993,0.26
0.480399996,0.47
0.313699991,0.27
0.2588,0.24
0.253100008,0.0999999999999999
0.187600002,0.08
0.312900007,0.35
0.171599999,0.08
0.252900004,0.3
0.108000003,0.02
0.1076,0.12
0.254599988,0.31
0.33950001,0.3
0.215299994,0.14
0.169799998,0.19
0.136800006,0.11
0.2537,0.12
0.1086,0.16
0.1075,0.14
0.1077,0.12
0.1077,0.31
0.1091,0.11
0.1092,0.31
0.7018,0.45
0.0755,0.0999999999999999
0.2063,0.25
0.075696,0.12
0.1097,0.19
0.0734,0.11
0.1075,0.28
0.077,0.09
0.2471,0.28
0.1069,0.14
0.1081,0.08
0.1087,0.15
0.1085,0.18
0.1091,0.11
0.1088,0.11
0.1339,0.0999999999999999
0.1707,0.25
0.1116,0.14
0.1108,0.16
0.1109,0.0999999999999999
0.1931,0.24
0.1019,0.13
0.0496,0.11
0.0407,0.14
0.09133,0.62
0.1735,0.24
0.0618,0.62
0.1234,0.55
0.1116,0.67
0.5105,0.46
0.1792,0.54
0.4163,0.51
0.24,0.28
0.1115,0.01
0.2616,0.32
0.3684,0.38
0.43,0.3
0.2572,0.11
0.315,0.22
0.173,0.18
0.1111,0.09
0.5082,0.47
0.4166,0.38
0.1736,0.15
0.1738,0.16
0.4078,0.28
0.2576,0.41
0.4089,0.38
0.1875,0.08
0.2911,0.47
0.2597,0.29
0.1924,0.39
0.2597,0.25
0.6103,0.61
0.2482,0.31
0.2258,0.19
0.3691,0.53
0.1875,0.08
0.3739,0.43
0.2583,0.3
0.2659,0.0999999999999999
0.3529,0.34
0.1874,0.17
0.2599,0.16
0.1881,0.01
0.2597,0.26
0.1817,0.09
0.508,0.51
0.4395,0.48
0.2262,0.16
0.2254,0.05
0.0417,0.09
0.4666,0.47
0.3271,0.45
0.0485,0.09
0.261400014,0.3
0.319999993,0.29
0.447899997,0.4
0.2572,0.33
0.264400005,0.35
0.25999999,0.24
0.338499993,0.27
0.257499993,0.13
0.254200011,0.19
0.255100012,0.28
0.257299989,0.29
0.446500003,0.44
0.258599997,0.28
0.256599993,0.28
0.136099994,0.08
0.257800013,0.27
0.256300002,0.27
0.1787,0.12
0.256599993,0.28
0.256399989,0.26
0.259499997,0.17
0.2567,0.27
0.2988,0.01
0.0549,0.08
0.1147,0.14
0.1153,0.17
0.1143,0.14
0.0998,0.08
0.1684,0.12
0.1796,0.3
0.468,0.31
0.0493,0.0999999999999999
0.1441,0.14
0.074,0.05
0.1348,0.18
0.0679,0.09
0.1715,0.19
0.1089,0.11
0.1573,0.18
0.1069,0.14
0.043143,0.0999999999999999
0.1086,0.03
0.1258,0.16
0.1257,0.12
0.1341,0.16
0.0744,0.11
0.0548,0.73
0.1866,0.14
0.1179,0.12
0.1812,0.3
0.1817,0.5700000000000001
0.1179,0.45
0.113,0.5700000000000001
0.1128,0.24
0.1122,0.25
0.1124,0.18
0.1257,0.0999999999999999
0.0394,0.24
0.1257,0.3
0.1738,0.29
0.1239,0.18
0.1259,0.56
0.1244,0.12
0.112,0.17
0.048,0.14
0.1234,0.73
0.1112,0.17
0.061866,0.52
0.1415,0.09
0.0615,0.0999999999999999
0.0498,0.06
0.2412,0.29
0.241175994,0.29
0.145399004,0.0999999999999999
0.1124,0.15
0.0753,0.01
0.072427,0.04
0.1088,0.15
0.0949,0.12
0.1083,0.0999999999999999
0.2271,0.34
0.06207,0.18
0.05736,0.0999999999999999
0.041909,0.17
0.016321,0.14
0.059998,0.13
0.06732,0.09
0.061569,0.15
0.063547,0.0999999999999999
0.136598006,0.6900000000000001
0.060879,0.08
0.060899,0.18
0.068304,0.18
0.064271,0.26
0.061629,0.16
0.037796,0.14
0.064848,0.17
0.070969,0.11
0.016653,0.59
0.042436,0.0999999999999999
0.059828,0.11
0.064208,0.17
0.060839,0.09
0.065078,0.11
0.043697,0.15
0.105626,0.13
0.048417,0.5800000000000001
0.051165,0.5800000000000001
0.140434,0.16
0.06214,0.5800000000000001
0.137438,0.55
0.060889,0.15
0.045832,0.17
0.093818,0.06
0.170578,0.18
0.171091,0.55
0.143919,0.29
0.192459,0.12
0.175351,0.26
0.070906,0.0999999999999999
0.093381,0.16
0.063671,0.19
0.070402,0.23
0.172252,0.19
0.20736,0.14
0.110296,0.54
0.059144,0.6
0.021898,0.59
0.061829,0.68
0.02389,0.01
0.060168,0.5700000000000001
0.038253,0.5700000000000001
0.188293,0.52
0.058033,0.5700000000000001
0.068831,0.72
0.069681,0.77
0.071336,0.13
0.169594,0.52
0.190248,0.7100000000000001
0.10612,0.73
0.07695,0.35
0.076623,0.0999999999999999
0.090666,0.54
0.114342,0.0999999999999999
0.088044,0.5800000000000001
0.248658,0.12
0.168903,0.17
0.111587,0.5
0.174984,0.14
0.068858,0.17
0.330141,0.33
0.094115,0.32
0.133239,0.13
0.194391,0.0699999999999999
0.40634,0.21
0.088424,0.18
0.206676,0.66
0.065559,0.22
0.026345,0.0699999999999999
0.054364,0.12
0.029043,0.0699999999999999
0.060192,0.11
0.038393,0.19
0.060989,0.54
0.06781,0.15
0.103738,0.14
0.035912,0.2
0.063267,0.0999999999999999
0.048607,0.3
0.048897,0.02
0.034557,0.11
0.022192,0.64
0.077323,0.17
0.04879,0.11
0.048634,0.15
0.048247,0.08
0.044107,0.02
0.048137,0.11
0.035651,0.12
0.035628,0.0999999999999999
0.026025,0.01
0.109516,0.14
0.11038,0.15
0.035658,0.0999999999999999
0.034737,0.03
0.034364,0.0999999999999999
0.030625,0.09
0.030358,0.7100000000000001
0.036045,0.12
0.012605,0.11
0.062407,0.64
0.026055,0.5
0.064254,0.15
0.064701,0.11
0.06771,0.0999999999999999
0.068561,0.04
0.030218,0.16
0.030471,0.06
0.029877,0.0999999999999999
0.029877,0.16
0.054204,0.15
0.05276,0.09
0.029417,0.67
0.031385,0.66
0.034274,0.01
0.055699,0.67
0.116611,0.13
0.068621,0.19
0.036078,0.16
0.035201,0.09
0.034937,0.14
0.104549,0.5700000000000001
0.064131,0.5700000000000001
0.068451,0.0999999999999999
0.031495,0.45
0.032429,0.66
0.034611,0.0999999999999999
0.056823,0.44
0.057637,0.18
0.064314,0.13
0.056526,0.55
0.032142,0.16
0.032246,0.16
0.031175,0.19
0.031272,0.15
0.031332,0.56
0.029103,0.56
0.031272,0.31
0.11552,0.59
0.095663,0.7100000000000001
0.066583,0.11
0.071506,0.0999999999999999
0.066903,0.0999999999999999
0.113495,0.56
0.067056,0.5800000000000001
0.115266,0.59
0.053317,0.14
0.052847,0.12
0.073227,0.08
0.051756,0.0999999999999999
0.051823,0.11
0.052553,0.12
0.051939,0.14
0.05245,0.32
0.074201,0.98
0.010641,0.47
0.070255,0.5700000000000001
0.063934,0.09
0.114346,0.16
0.07653,0.0999999999999999
0.059731,0.17
0.070422,0.56
0.066046,0.14
0.076133,0.18
0.076703,0.12
0.122134,0.16
0.05299,0.09
0.060332,0.59
0.072287,0.56
0.183744,0.54
0.116391,0.28
0.063164,0.09
0.064104,0.16
0.050462,0.06
0.045875,0.09
0.053197,0.62
0.086963,0.63
0.091146,0.19
0.116801,0.0999999999999999
0.086313,0.0999999999999999
0.010607,0.7100000000000001
0.088698,0.11
0.051846,0.0999999999999999
0.118098,0.14
0.051989,0.09
0.057213,0.77
0.060172,0.04
0.061016,0.13
0.08664,0.0999999999999999
0.0104560005,0.19
0.078291,0.09
0.062783,0.11
0.107214,0.61
0.255357,0.21
0.077213,0.0999999999999999
0.077974,0.11
0.078308,0.55
0.062763,0.59
0.3612367,0.47
0.5109577,0.51
0.020940917,1.42
0.49024323,0.43
0.19373871,0.33
0.049651604,0.31
0.077104755,0.4
0.5060101,0.51
0.12473039,0.16
0.58866215,0.67
0.58887357,0.54
0.078079656,0.12
0.07955899,0.5700000000000001
0.5056305,0.53
0.023084085,0.18
0.14373648,0.18
0.021085,0.51
0.021118782,0.01
0.48462957,0.72
0.5102796,0.45
0.08956034,0.17
0.4848435,0.46
0.50506794,0.5
0.37571132,0.43
0.48566985,0.45
0.089966975,0.19
0.7573799,0.76
0.3433831,0.38
0.6444651,0.74
0.12437308,0.18
0.5006211,0.51
0.50549537,0.47
0.34386075,0.45
0.5337222,0.51
0.07623374,0.17
0.5470352,0.54
0.07637415,0.2
0.33255303,0.39
0.33634838,0.35
0.3365287,0.42
0.5038371,0.49
0.49581897,0.45
0.4894982,0.46
0.37031662,0.39
0.5016668,0.53
0.14263129,0.33
0.5056771,0.51
0.53296083,0.5
0.50098825,0.48
0.024999,0.32
0.50161684,0.52
0.12428678,0.22
0.021170465,0.52
0.49061644,0.41
0.023533937,0.8200000000000001
0.39715898,0.39
0.6798414,0.61
0.09862234,0.02
0.3972158,0.39
0.49743783,0.49
0.635868,0.61
0.36190635,0.39
0.65526146,0.64
0.30978495,0.38
0.6561759,0.68
0.68436795,0.7000000000000001
0.34656507,0.36
0.59431785,0.5800000000000001
0.06576833,0.02
0.06554849,0.5700000000000001
0.32837448,0.34
0.66377795,0.63
0.63479155,0.8400000000000001
0.29031712,0.37
0.07963835,0.7100000000000001
0.078608766,0.13
0.5342668,0.63
0.5723094,0.5700000000000001
0.15251903,0.26
0.0762715,0.18
0.5104529,0.49
0.45181313,0.5
0.5737913,0.56
0.48569158,0.47
0.49088338,0.48
0.07426889,0.02
0.5084559,0.52
0.049492046,0.17
0.5403589,0.52
0.04980561,0.14
0.07670213,0.18
0.13631542,0.19
0.4967006,0.49
0.57103103,0.54
0.48588097,0.47
0.1373206,0.19
0.6530188,0.64
0.45467606,0.45
0.25594464,0.46
0.13791253,0.17
0.5338437,0.52
0.49674368,0.48
0.074228555,0.51
0.4965647,0.48
0.45811942,0.45
0.20964113,0.6900000000000001
0.25563064,0.46
0.078146905,0.2
0.49639177,0.6
0.43990776,0.46
0.26815626,0.28
0.3660969,0.31
0.63124233,0.54
0.49848506,0.49
0.07794541,0.19
0.17742206,0.12
0.3998342,0.39
0.25638834,0.31
0.115529686,0.23
0.64452815,0.62
0.39567184,0.4
0.4896111,0.46
0.49910247,0.37
0.49844703,0.48
0.2333275,0.73
0.11262811,0.0999999999999999
0.45044982,0.39
0.48805922,0.5
0.11287187,0.16
0.4965661,0.47
0.61300546,0.6
0.64848024,0.78
0.2371103,0.43
0.64502347,0.62
0.40021798,0.39
0.07673094,0.05
0.22596498,0.44
0.4758573,0.47
0.6601238,0.64
0.14872542,0.17
0.38146728,0.4
0.4777985,0.56
0.23503534,0.27
0.1251195,0.13
0.14249563,0.16
0.68420583,0.64
0.45682046,0.36
0.7245117,0.75
0.07348641,0.0999999999999999
0.1715893,0.18
0.07079826,0.15
0.5021009,0.48
0.60655653,0.56
0.6130996,0.61
0.6888337,0.62
0.49009913,0.46
0.6535066,0.7000000000000001
0.13267982,0.28
0.10648115,0.17
0.0230626215420002,0.05
0.38105252,0.38
0.07859974,0.01
0.4906487,0.5
0.5123051,0.5
0.37985057,0.37
0.61168194,0.6
0.10633886,0.15
0.5016198,0.51
0.5662345,0.55
0.065835744,0.09
0.07725917,0.12
0.4999516,0.51
0.5305419,0.55
0.5148041,0.56
0.5129647,0.49
0.61043245,0.6
0.14760418,0.14
0.07920259,0.22
0.658262,0.7000000000000001
0.59062594,0.66
0.2137373,0.3
0.0637995,0.0999999999999999
0.50252134,0.47
0.076855294,0.18
0.1245651,0.59
0.5368518,0.49
0.12562664,0.2
0.46042025,0.41
0.099171035,0.09
0.22757615,0.6
0.2978441,0.33
0.15282038,0.18
0.4010256,0.35
0.26668078,0.48
0.45615116,0.44
0.1591271,0.19
0.13626534,0.19
0.4092214,0.39
0.4100175,0.37
0.64796025,0.7100000000000001
0.48445672,0.48
0.58022255,0.55
0.02124574,0.06
0.22764342,0.42
0.52515316,0.52
0.48945028,0.49
0.53312945,0.53
0.22648932,0.24
0.4899733,0.46
0.14012164,0.32
0.20914857,0.51
0.4965194,0.49
0.15163827,0.26
0.49752998,0.51
0.6501045,0.6900000000000001
0.49900123,0.49
0.30186146,0.34
0.4904001,0.47
0.3666012,0.31
0.48997214,0.54
0.07614585,0.11
0.07740687,0.12
0.1507603,0.31
0.4942266,0.49
0.48914668,0.45
0.4903868,0.49
0.4933871,0.49
0.49288252,0.49
0.51961344,0.51
0.07609847,0.0999999999999999
0.07509192,0.0999999999999999
0.07629915,0.08
0.074872635,0.25
0.25831258,0.28
0.0782478,0.06
0.49436727,0.51
0.64488566,0.61
0.47936887,0.47
0.68671054,0.64
0.0768693,0.0999999999999999
0.47950646,0.48
0.10475779,0.11
0.52591896,0.49
0.6080759,0.61
0.49095404,0.47
0.105401546,0.17
0.07707241,0.0999999999999999
0.48859587,0.49
0.6582824,0.75
0.6085359,0.63
0.46496198,0.46
0.49419314,0.51
0.4774131,0.43
0.4873659,0.52
0.49310058,0.49
0.07525619,0.0999999999999999
0.42252764,0.38
0.07688389,0.01
0.37295035,0.39
0.6382863,0.66
0.5017153,0.49
0.07725181,0.06
0.075061746,0.0699999999999999
0.5012479,0.51
0.07765025,0.0999999999999999
0.50540286,0.47
0.07564158,0.11
0.4120678,0.39
0.5426838,0.55
0.51287735,0.49
0.37796268,0.39
0.6913259,0.6900000000000001
0.5771519,0.55
0.41266984,0.27
0.075142376,0.29
0.37814987,0.34
0.37677455,0.36
0.5762683,0.55
0.37664723,0.39
0.45495504,0.38
0.3798857,0.38
0.6136412,0.5800000000000001
0.49722046,0.51
0.60906273,0.54
0.49851963,0.48
0.0766015,0.16
0.50465906,0.49
0.5014771,0.48
0.39584073,0.38
0.21393049,0.28
0.6597651,0.54
0.5841444,0.56
0.52141446,0.53
0.077900775,0.09
0.07807014,0.14
0.076247245,0.15
0.37962162,0.39
0.14217442,0.0999999999999999
0.52013725,0.52
0.5262579,0.52
0.077881195,0.09
0.212384,0.61
0.07926833,0.48
0.079095915,0.53
0.6516867,0.68
0.078554645,0.22
0.07867029,0.12
0.07739339,0.09
0.5083085,0.49
0.5809046,0.5800000000000001
0.07916908,0.0999999999999999
0.44829467,0.39
0.45480046,0.46
0.57744074,0.55
0.31485853,0.01
0.11488748,0.53
0.53309125,0.53
0.49703476,0.52
0.123137385,0.44
0.49822786,0.51
0.49701956,0.5
0.5795657,0.46
0.6624843,0.6
0.11498149,0.12
0.078034185,0.09
0.07066643,0.0699999999999999
0.45669127,0.45
0.5808908,0.5700000000000001
0.6509966,0.66
0.49973574,0.49
0.07083667,0.11
0.02222282,0.08
0.5650014,0.56
0.63925666,0.68
0.022416234,0.15
0.07676847,0.0999999999999999
0.63670325,0.6
0.44021136,0.45
0.07675927,0.04
0.076859206,0.0999999999999999
0.0780684,0.13
0.07682271,0.0999999999999999
0.07544681,0.11
0.07719214,0.11
0.69175243,0.64
0.076436944,0.16
0.075592175,0.13
0.4085423,0.44
0.28784677,0.3
0.07539721,0.12
0.07644129,0.0699999999999999
0.6633406,0.64
0.50285375,0.48
0.0770794,0.0999999999999999
0.6758096,0.7100000000000001
0.6641739,0.5700000000000001
0.65174025,0.61
0.113731,0.18
0.4186548,0.41
0.5024826,0.5
0.4986039,0.5
0.4228228,0.39
0.22034286,0.26
0.50437677,0.5
0.50445837,0.52
0.49744922,0.45
0.5155677,0.49
0.08017446,0.11
0.13253741,0.28
0.7536844,0.79
0.49704304,0.5
0.45104963,0.33
0.32274547,0.29
0.5514198,0.54
0.6828554,0.62
0.07729866,0.01
0.48950213,0.48
0.22878869,0.09
0.55249125,0.49
0.13222712,0.34
0.32261962,0.33
0.4989,0.46
0.22121501,0.28
0.37247643,0.39
0.07550721,0.0999999999999999
0.077195145,0.11
0.042652354,0.08
0.38352978,0.51
0.37589967,0.38
0.4658702,0.48
0.47001868,0.48
0.39210397,0.44
0.37654647,0.28
0.07609389,0.11
0.18355486,0.28
0.07761486,0.0999999999999999
0.18242161,0.27
0.61460733,0.6
0.07877494,0.05
0.6725425,0.66
0.48167247,0.5
0.39651236,0.38
0.07816545,0.09
0.50455815,0.49
0.6571129,0.5800000000000001
0.5232617,0.49
0.5000253,0.48
0.68323463,0.6
0.49840447,0.48
0.077824436,0.0999999999999999
0.6589639,0.65
0.46086273,0.53
0.5244893,0.5
0.50093085,0.47
0.2123445,0.3
0.39561164,0.34
0.077411644,0.01
0.0764382,0.01
0.08053908,0.33
0.5003066,0.48
0.5310015,0.53
0.1764952,0.23
0.49796358,0.51
0.4898936,0.47
0.10196618,0.08
0.2584229,0.48
0.5005878,0.48
0.4407267,0.48
0.4469785,0.46
0.10191013,0.17
0.33734703,0.34
0.6477746,0.5800000000000001
0.075436465,0.16
0.12467487,0.13
0.5300535,0.7000000000000001
0.50107676,0.51
0.02824968,0.3
0.1175772,0.17
0.50073117,0.49
0.5014675,0.51
0.24163973,0.42
0.075164765,0.14
0.07522734,0.53
0.7150668,0.74
0.074809454,0.73
0.6034644,0.61
0.07467816,0.19
0.5815666,0.66
0.32148018,0.34
0.54283047,0.55
0.07514468,0.17
0.45599228,0.38
0.65328884,0.64
0.04787095,0.0699999999999999
0.4083112,0.41
0.45903718,0.47
0.6062986,0.6
0.6858459,0.59
0.39691374,0.43
0.35926902,0.36
0.25543144,0.27
0.29891396,0.32
0.076670125,0.06
0.6697142,0.63
0.6705846,0.66
0.30135816,0.42
0.43912792,0.39
0.13608566,0.17
0.022080932,0.32
0.40676862,0.29
0.6264243,0.56
0.46165642,0.45
0.4062196,0.36
0.077383414,0.08
0.25240737,0.25
0.29905388,0.29
0.25297657,0.27
0.25077996,0.3
0.0775817,0.28
0.07723495,0.14
0.07474703,0.18
0.13163419,0.13
0.3949112,0.35
0.49509063,0.51
0.3933089,0.4
